title,company,location,link,job_description
Data Engineer II (Regular Full-Time),Seattle Cancer Care Alliance,"Seattle, WA 98109 (South Lake Union area)+1 location",https://www.indeed.com/rc/clk?jk=4736f060763d91dc&fccid=bcb8a8917771192d&vjs=3,"Overview: Fred Hutchinson Cancer Center is an independent, nonprofit, unified adult cancer care and research center that is clinically integrated with UW Medicine, a world leader in clinical care, research and learning. The first National Cancer Institute-designated cancer center in the Pacific Northwest, Fred Hutch’s global leadership in bone marrow transplantation, HIV/AIDS prevention, immunotherapy, and COVID-19 vaccines has confirmed our reputation as one of the world’s leading cancer, infectious disease and biomedical research centers. Based in Seattle, Fred Hutch operates eight clinical care sites that provide medical oncology, infusion, radiation, proton therapy, and related services, and network affiliations with hospitals in five states. Together, our fully integrated research and clinical care teams seek to discover new cures for the world’s deadliest diseases and make life beyond cancer a reality. At Fred Hutch, we believe that the innovation, collaboration, and rigor that result from diversity and inclusion are critical to our mission of eliminating cancer and related diseases. We seek employees who bring different and innovative ways of seeing the world and solving problems. Fred Hutch is in pursuit of becoming an antiracist organization. We are committed to ensuring that all candidates hired share our commitment to diversity, antiracism, and inclusion. The Data Platform Team within SCCA's Information Technology Department is responsible for designing, developing, and supporting SCCA data systems and integration for both operational and analytical purposes. Under the guidance of the Data Warehouse Manager, the Data Engineer II is responsible for the development and implementation of scalable, stable, and secure solutions for data acquisition, data distribution, and workflow orchestration in SCCA's data warehouse. The role will also contribute to the maintenance and optimization of existing data pipelines from a wide variety of internal and external data sources, including partner data warehouses and repositories. They will work closely with other engineering team members, business analysts, and systems analysts to provide data solutions that support and empower internal business partners and drive enterprise analytics and data science objectives. Successful candidates will have strong engineering and communication skills as well as a strong knowledge in on-prem SQL Server data systems. Familiarity with common cloud data tools, best practices and migration strategies is a plus as well as agile development methodologies. Responsibilities: Design, develop, and support ETL/ELT processes sourcing data from various internal applications and external data repositories including our partner EPIC EMR implementations. Monitor and maintain build and release pipelines in Azure Devops using continuous development best practices. Develop and support data infrastructure primarily built with Microsoft technologies. Partner with Test Engineer in development of the QA & Test Plan, including the automated test framework Contribute to production support efforts, including the identification, resolution, and communication of bugs within our data platform. Contribute to a collaborative environment within the Data Engineering function and in partnership with stakeholders. Work on multiple projects in parallel. Qualifications: Required: High school diploma or equivalent Excellent knowledge and experience developing, performance tuning, and supporting on-prem data engineering systems including Microsoft SQL Server Strong knowledge and experience with ETL tools and various data processing techniques and best practices Some knowledge and experience with database architecture and design, coding, and administration Strong knowledge and experience with data warehousing design and concepts Some knowledge and experience in working with large and complex data sets Ability to work independently, manage competing priorities and to adapt to new and changing technologies Strong analytical, problem solving, and organizational skills Strong verbal/written communication skills, including an ability to effectively communicate using multiple methods with both technical and non-technical teams Preferred: B.Sc or M.Sc degree in quantitative field (Engineering, Computer Science, Information Systems, etc.), or commensurate professional experience Prior experience in scripting languages (Powershell, Python, or similar) Prior experience in AWS or Azure cloud data tools/technologies Experience with Cerner and/or Epic healthcare systems Familiarity with healthcare financial and/or clinical data Familiarity with HIPAA regulations and data warehousing security best practices Experience using AWS for data processing SQL Server indexing and performance tuning Familiarly with the Systems/Software Development Life Cycle Experience with Agile software development SCCA has a mandatory COVID-19 vaccination policy, and there are no exceptions for any employee who is patient-facing and/or requires access to SCCA facilities. Exceptions exist only for employees whose positions are fully remote, with no required access to campus. As a condition of employment, newly hired employees requiring access to campus must provide proof of vaccination before their first day of employment. A statement describing your commitment and contributions toward greater diversity, equity, inclusion, and antiracism in your career or that will be made through your work at Fred Hutch is requested of all finalists. Our Commitment to Diversity: We are proud to be an Equal Employment Opportunity (EEO) and Vietnam Era Veterans Readjustment Assistance Act (VEVRAA) Employer. We are committed to cultivating a workplace in which diverse perspectives and experiences are welcomed and respected. We do not discriminate on the basis of race, color, religion, creed, ancestry, national origin, sex, age, disability (physical or mental), marital or veteran status, genetic information, sexual orientation, gender identity, political ideology, or membership in any other legally protected class. We are an Affirmative Action employer. We encourage individuals with diverse backgrounds to apply and desire priority referrals of protected veterans. If due to a disability you need assistance/and or a reasonable accommodation during the application or recruiting process, please send a request to our Employee Services Center at hrops@fredhutch.org or by calling 206-667-4700."
Sr. Data Engineer,Flagstar Bank,Remote,https://www.indeed.com/rc/clk?jk=45652f1efe02fc64&fccid=6bb2d1e9f5d79675&vjs=3,"Position Title Sr. Data Engineer Location Work From Home MI Job Summary Responsible for the design, development, and execution of automated and manual data Extract, Transform, and Load (ETL), integration, and exchange processes across the enterprise. Will recommend, implement, develop and utilize innovative tools and processes to efficiently, rapidly, and securely acquire, integrate, and provision large sets of data from and to thousands of sources. Responsible for the efficient, compliant, timely, and secure acquisition, integration, provision, and exchange of the enterprise data. Job Responsibilities: Provide data integration architecture leadership across the enterprise. Develop and document technical best practices for ETL-related activities including data movement, data aggregation, data quality, and data cleansing. Work with the Data Warehousing and Business Intelligence team to design, implement, and support end-to-end data solutions across multiple platforms, environments, domains, and locations. Work with external vendors and internal business and technology staff to accurately gather and interpret requirements, specifications, and database models to determine appropriate ETL development solutions. Create, execute, and document unit test plans for ETL and data integration processes and programs. Document ETL processes, programs and solutions as per established standards. Monitor and administer automated and manual data integration and ETL jobs to verify execution and measure performance. Work with internal staff, vendors, consultants, and external partners to quickly identify and resolve data integration and ETL job issues. Assess and document the structure, quality, and compliance of data source data and coordinate with business and technology staff to identify and resolve issues. Mentor other Data Management team members in the ETL tools, programs, processes, and best practices. Ensure compliance with applicable federal, state and local laws and regulations. Complete all required compliance training. Maintain knowledge of and adhere to Flagstar's internal compliance policies and procedures. Take responsibility to keep up to date with changing regulations and policies. Job Requirements: Bachelor's Degree in Computer Science, Mathematics or related field + 7 years of development experience is preferred – OR - 10 years comparable work experience 7 years of experience designing, developing, testing, and implementing Extract, Transform and Load (ETL) solutions using enterprise ETL tools or 10 years of comparable work experience 6 years of experience developing and implementing data integration and data warehouse solutions in an Oracle 11g/12c database environment 2 years of experience working with Business Intelligence tools (IBM Cognos is preferred) 2 years of experience working in a Service- Oriented Architecture (SOA) environment 1 year of experience in 10+ TB data environment Expertise in Relational Database Management System, Data Mart and Data Warehouse design Expert-level SQL and PL/SQL development skills in a multi-tier environment Expertise in flat file formats, XML within PL/SQL, and file format conversion Strong understanding of SDLC and Agile Methodologies Strong understanding of model driven development Strong understanding of ETL best practices Proven strength in interpreting customer business needs and translating them into application and operational requirements Strong problem-solving skills and analytic skills with proven strength in applying root cause analysis Expertise and hands-on experience in designing and building technical solutions using best practices and applicable technologies; an ability to demonstrate strong coding skills Expertise in working with technical and business teams to extract and document data integration/exchange requirements Ability to exhibit a strong understanding of business process Ability to communicate verbally and in technical writing to all levels of the organization in a proactive, contextually appropriate manner Strong teamwork and interpersonal skills at all levels Dedicated to excellence in one’s work; strong organizational skills; detail-oriented and thorough Able to prioritize work by dividing time, attention and effort between current project workload and on-going support tasks Must be willing to work overtime, including weekends, when required Internal Use Only: Band E"
Data Engineer,Hexcel Corporation,"Salt Lake City, UT 84118",https://www.indeed.com/rc/clk?jk=3dcab09a9967856c&fccid=79ed928b199058bc&vjs=3,"With our strong investment in research and development and our culture of continuous improvement, Hexcel is the industry leader in the manufacturing of advance composite materials, including carbon fiber, woven reinforcements, resins, prepregs, honeycombs and additive manufactured parts. We invite you to join the Hexcel team at various manufacturing sites, sales offices and R&T centers around the globe. Become a part of the “strength within.” Hexcel is currently seeking a Data Engineer for our Salt Lake City, UT, USA location. The selected individual will be responsible for but not limited to the following obligations: Working with product owners to identify and design data solutions Engineering data pipelines to pull data from on premises and cloud data sources Create & maintain optimized data pipeline architecture Extracting data and consolidating with data lakes, data warehouse and data marts Engineering models to connect different data sources together Constructing a library of data components that can easily be reused to answer different business questions Troubleshooting and fixing production issues Qualifications: Five plus years of relevant ETL, data engineering or similar experience Bachelor’s degree or equivalent Experience with cloud data platforms required Experience with Azure SQL Server, Azure Synapse, Azure Analysis Services and Azure Data Factory highly desirable, but not essential appetite for new technologies and methodologies Strong understanding of Power BI platform and Power BI paginated Design complex data sets to meet the needs of business requirements Troubleshoot and optimize data pipelines Strong knowledge of SQL; Understanding of DAX and/or MDX a plus Experience with Databricks desirable, but not essential This position is restricted to U.S. citizens due to U.S. federal government contracts that require the employment of only persons who are U.S. citizens. Hexcel (NYSE: HXL) is a global leader in advanced composites technology, a leading producer of carbon fiber, and the world leader in honeycomb manufacturing for the commercial aerospace industry. Hexcel is an Equal Opportunity Employer of Minorities/Females/Protected Veterans/Individuals with Disabilities/Sexual Orientation/Gender Identity. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, age, national origin, physical or mental disability, status as protected veteran, or any other protected class."
IT - Data Engineer - 100% Remote Option,The Cincinnati Insurance Companies,"Remote in Fairfield, OH",https://www.indeed.com/rc/clk?jk=aec6eae0f1ce13fb&fccid=ea99366887d9676b&vjs=3,"IT - Data Engineer - 100% Remote Option - (2200474) US-OH-Fairfield Description Make a difference with a career in insurance At The Cincinnati Insurance Companies, we put people first and apply the Golden Rule to our daily operations. To put this into action, we’re looking for extraordinary people to join our talented team. Our service-oriented, ethical, knowledgeable, caring associates are the heart of our vision to be the best company serving independent agents. We help protect families and businesses as they work to prevent or recover from a loss. Share your talents to help us reach for continued success as we bring value to the communities we serve and demonstrate that Actions Speak Louder in Person®. If you’re ready to build productive relationships, collaborate within a diverse team, embrace challenges and develop your skills, then Cincinnati may be the place for you. We offer career opportunities where you can contribute and grow. Start your journey with us. Our IT department is currently seeking an experienced data engineer to build data pipelines that provide peace of mind for people by equipping them to make data-informed business decisions. Be ready to: develop reliable, reusable, automated and streamlined ETL code proactively identify, build and maintain relationships with business process owners and colleagues maintain accurate and consistent data outputs for the company’s financial controls and accounting systems analyze and organize raw data from multiple sources to produce requested or required data elements design table structures and ETL to build performant data solutions that are scalable in a fast growing data ecosystem create reconciliation procedures and data checks to ensure data quality build in automated audit, balancing and controls provide production support, including on-call rotation and technical assistance to end-user and IT staff lead user requirements gathering and documentation designs proactively conduct data investigations and assist business partners with complex data analysis and ad-hoc queries lead application and technical architecture analysis, design and implementation, and ensure BI product fulfills requirements lead efforts with data management and database specialists to troubleshoot and report issues design new reporting applications to ensure reporting requests can be supported by the underlying data source adhere to all metadata management and data quality standards by leading quality management reviews understand configuration dependencies and interrelationships between data warehouse and business intelligence tools and designs; troubleshoot in the area with this knowledge identify changes in scope or work effort that could result in budgetary overrun or missing of delivery date, design and implement contingency demonstrate expert problem solving capabilities Be equipped to: proven experience in designing and implementing ETL processes (preferred tools: IBM's DataStage, SQLSvr SSRS, SAS) proven experience distilling business requirements into data warehouse design artifacts such as a Facts Qualifier Matrix (FQM), source to target maps and star/snowflake schema data models preferred five or more years experience with SQL, Data Modeling and Dimensional Modeling preferred three or more years experience supporting financial close processes for the Accounting and Finance departments (i.e. month end, quarter end, year end processing) experience with Test Driven Development (TDD) preferred knowledge of developing BI dashboards (preferred tools: IBM's Cognos, Microsoft's Power BI); creating data quality scorecards and data lineage for the finance business intelligence team experience with agile teams mentor development team members in design and development of BI solutions strong team working skills, an analytical nature, self-motivated and excellent written and oral communication skills ability to comprehend complex technical and logical concepts and adapt quickly to changes ability to maintain own workflow and meet deadlines while managing parallel project deliverables with minimal direction ability to create effective visual models to enable collective understanding of processes, data flow, user interaction and others as needed prior reporting application support experience track record of successfully architecting small, medium and enterprise-scale solutions preferred three or more years of business requirements experience You’ve earned: a bachelor's degree or have equivalent experience in computer science or related discipline Enhance your talents Providing outstanding service and developing strong relationships with our independent agents are hallmarks of our company. Whether you have experience from another carrier or you’re new to the insurance industry, we promote a lifelong learning approach. Cincinnati provides you with the tools and training to be successful and to become a trusted, respected insurance professional – all while enjoying a meaningful career. Enjoy benefits and amenities Your commitment to providing strong service, sharing best practices and creating solutions that impact lives is appreciated. To increase the well-being and satisfaction of our associates, we offer a variety of benefits and amenities. Learn more about our benefits and amenities packages. Many departments at our Headquarters in Fairfield, Ohio, offer hybrid work options, empowering associates to work from home several days a week. Depending on your role and responsibilities, hybrid options may be available. Embrace a diverse team As a relationship-based organization, we welcome and value a diverse workforce. We provide equal employment opportunity to all qualified persons without regard to race; creed; color; sex, including sexual orientation, gender identity and transgender status; religion; national origin; age; disability; military service; veteran status; pregnancy; AIDS/HIV or genetic information; or any other basis prohibited by law. Learn More."
Senior Data Engineer,"NVR, Inc","Reston, VA+1 location",https://www.indeed.com/rc/clk?jk=b82626337a08c6f0&fccid=406370dc8d89c02b&vjs=3,"NVR is seeking an experienced Data Engineer to join our Data & Analytics team. As a Data Engineer you will be responsible for the day-to-day operations of systems that depend on data, ensuring data is properly processed and securely transferred to its appropriate location, in a timely manner. Processing data will include managing, manipulating, storing, and parsing data on premises and in the cloud. What’s in it for you: Be on the ground floor of our migration to the cloud. Share your knowledge; we want to learn from YOU and grow OUR skills as well. Work with a great team of analysts and engineers to provide value to the business Clearly see the impact of your work. You will be held to measurable goals that you help define so you will KNOW how the work you’ve done has an impact. Have ownership in the projects you work on. You will ultimately be responsible for their success or failure. Don’t worry, we will help you to ensure you are successful. What you will do: Complete development efforts across data pipeline to store, manage, store, and provision to data consumers Write code to ensure the performance and reliability of data extraction and processing Support continuous process automation for data ingest Achieve technical excellence by advocating for and adhering to lean-agile engineering principles and practices such as API-first design, simple design, continuous integration, version control, and automated testing Work with program management and engineers to implement and document complex and evolving requirements Collaborate with others as part of a cross-functional team that includes Data Analysts, Data Scientist and Business Analysts What skills and experiences are required: 5+ years of experience in data management (integration, modeling, optimization, and quality). Proficiency developing ETL processes, and performing test and validation steps Proficiency to manipulate data (SQL, SSIS, Azure Data Factory) Experience with developing data pipelines from many sources from structured and unstructured data sets in a variety of formats Strong understanding of cloud technologies (Azure) Strong understanding of the Data Governance Work comfortably in version control systems, such as, Git Repositories What puts you ahead of the pack: Familiarity with data visualization using Power BI, Excel, and Power Pivot, Tableau Experience with Microsoft Dynamics and Kingswaysoft Task Orchestration and Management Tools (CA Workload Automation, JIRA) Experience integrating systems through API’s About Us & Life at NVR NVR has been helping families build their happily ever after since 1948. As a Top 5 US homebuilder, we’re committed to quality and to our customers and we take pride in the nearly 500,000 new homes we have sold and built across the country. Working in the homebuilding industry is tangible and rewarding, but not every job at NVR requires a hard hat. We don’t just sell and build new homes; we also manage teams, acquire land, manufacture materials, provide mortgages to our customers, and provide corporate support to NVR’s multi-billion dollar business operations. At NVR, your desire to excel is matched by our commitment to your success and we’ll give you the tools and industry knowledge you need. Our management team is tenured and talented, nearly 80% of them promoted from within, so you’ll find mentors who can share their knowledge, provide career guidance and encourage your success. NVR also offers benefits among the best in the industry that reflect the strong commitment we have to all of our employees. Competitive Compensation Home Purchase Discount Mortgage and Settlement Services Discounts Comprehensive Health, Life and Disability Insurance 401(k) (Full-time employees are eligible to contribute immediately) Employee Stock Ownership Program Vacation and Holidays In addition to the traditional benefits, we offer all our employees stock ownership through a profit sharing trust as part of our retirement savings package. NVR has had the highest Earnings Per Share growth rate in the homebuilding industry for the past 10 years, so as we grow financially, so do you. We are an Equal Opportunity Employer. Drug Testing and Credit Check are required. Applicants must be legally entitled to work in the United States, as NVR does not provide visa sponsorships."
Data Engineer,Susquehanna International Group,"Bala-Cynwyd, PA+1 location",https://www.indeed.com/rc/clk?jk=4cc29dec78de9caa&fccid=4cd66e5617f038d8&vjs=3,"SIG is hiring a Data Engineer into our Data Technologies team. This team provides support to middle and back office application teams with all their database needs. We are looking for database developer to develop and maintain large and complex database systems using Hadoop, Oracle, Informatica, and other technologies. The ideal candidate would also have some light experience with database administration and support. As a member of this team, you will: Design, develop, and support database applications for our middle/backoffice data systems Design solutions using Hadoop, Hive, Spark technologies Maintain and support database (Oracle, MySQL, MariaDB) instances and applications in a high-transaction environment Install, configure, and upgrade database software and related products Perform routine and customary operational activities to ensure a stable database environment Provide consultation and assist other teams with the usage of reference data Become a data domain expert Design, develop, and support Linux shell scripts and Python for batch processing Provide production support off hours/weekend, when needed What we're looking for At least 5 years of experience with Hadoop development and Spark streaming data required Hands-on experience building solutions in relational databases such as Oracle, MySQL and/or MariaDB Experience with query performance tuning Experience with Python and Unix Shell scripting required Experience with Informatica would be plus Ability and flexibility to provide occasional off hour/weekend support A Bachelor's degree in Computer Science, Engineering, Mathematics, or a related discipline or its foreign equivalent. Relevant technical experience may be substituted for education SIG is not accepting unsolicited resumes from search firms. All resumes submitted by search firms to any employee at SIG via-email, the Internet or directly without a valid written search agreement will be deemed the sole property of SIG, and no fee will be paid in the event the candidate is hired by SIG. Visa sponsorship is available for this position."
Software Engineer- Data Governance,Snowflake,"San Mateo, CA 94401 (Downtown area)",https://www.indeed.com/rc/clk?jk=e3bab11c513c2ea2&fccid=fbedd6450a2f872c&vjs=3,"There is only one Data Cloud. Snowflake’s founders started from scratch and designed a data platform built for the cloud that is effective, affordable, and accessible to all data users. But it didn’t stop there. They engineered Snowflake to power the Data Cloud, where thousands of organizations unlock the value of their data with near-unlimited scale, concurrency, and performance. This is our vision: a world with endless insights to tackle the challenges and opportunities of today and reveal the possibilities of tomorrow. [ - ADD JOB DESCRIPTION ONLY - ] [ HEADER (FORMAT: HEADING 3, CAPITALIZED, BOLD) ] : [ List ] [ HEADER (FORMAT: HEADING 3, CAPITALIZED, BOLD) ] : [ List ] Snowflake is growing fast, and we’re scaling our team to help enable and accelerate our growth. We are looking for people who share our values, challenge ordinary thinking, and push the pace of innovation while building a future for themselves and Snowflake. How do you want to make your impact?"
Senior Data Engineer,The Hershey Company,"Remote in Hershey, PA",https://www.indeed.com/rc/clk?jk=84330433eca9e018&fccid=e08898c7a89673c9&vjs=3,"Job Title: Senior Data Engineer Job Location: Hershey, PA This position is open to 100% remote Summary: The Enterprise Data organization drives value for Hershey by providing high-quality, well governed data to the Enterprise for analytics and decision-making. The Sr. Data Engineer will be part of an agile execution team, working with Hershey business partners, data scientists, technical engineers, and project managers to ensure engineering standards adhere to company best practice and help to deliver rapid impactful benefits. The Sr. Data Engineer will act as a trusted advisor for Hershey business partners by ensuring that data solutions meet expectations and requirements. You will work with a diverse team of business analysts, data scientists, technical engineers, data architects, and project managers to deliver outcomes aligned with our business partner’s strategy. In addition, you will work directly with the Sr. Manager of Data Engineering to ensure consistency and compliance of deliverables to frameworks and governance processes. Major Duties/Responsibilities: Data Engineering Solution Delivery: Develop and deliver high-quality data pipelines adhering to best practice, privacy, and governance principles Data Engineering Maintenance/Optimization: Work existing data pipelines and solutions to enhance its performance, quality and/or functionality. Resolve incidents escalated by support teams or business users Data Engineering Domain: Collaborate with IT and business partners to define, manage and deliver innovative Data solutions to drive growth and adoption of capabilities at Hershey Data Engineering Advocacy: Evangelize future data solutions identified by Enterprise Data leadership, including innovations such as: metadata management; data security and governance; cloud-based systems for data storage; multi-environment integration and automation of data tasks and movement Specific Job Responsibilities: Executes the strategy to deliver cloud-based intelligent systems to collect, distribute, model, and analyze disparate and diverse data assets to automate insights and drive business performance Using best practice frameworks and governance, evaluate, design, and analyze solution engineering for agile delivery Create and develop robust and secure ETL pipelines across a broad range of data-focused products, services, projects, and systems Using best practice guidance from Enterprise Data leadership, oversee the health and evolution of agile execution team engineering technologies Works closely with leaders within data engineering, data architecture, data science and domain experts, to build and maintain roadmaps against the IT strategy Partner to deliver a modern data engineering model that follows Dev/Ops principles and standards for continuous integration/ continuous delivery (CI/CD) processes Ensure reliability in data and data pipelines, enforcing governance, security, and performance Collaborate in developing best in class key performance indicators to measure the performance and quality of the data engineering teams and processes Able to articulate the holistic benefits of data engineering from a business perspective, while maintaining the relationship with business analysts, data scientists, technical engineers, and project managers Minimum knowledge, skills and abilities required to successfully perform major duties/responsibilities: Experience designing, implementing large scale data pipelines for data curation, feature engineering and machine learning across multiple environments Working knowledge of agile frameworks Ability to manage multiple priorities, meet deadlines and produce quality results under pressure Demonstrated leadership and managerial skills Strong problem solving and analytical skills Strong team player, change agent, and advocate Excellent customer service skills High energy self-starter Excellent verbal and written communication skills Minimum Education and Experience Requirements: Education: Bachelor’s in a STEM degree Master’s degree and/or related equivalent experience preferred Experience 3-5+ years of progressive experience working with data, much of which has been focused on working with cross-functional teams and enterprise-wide data management programs 3+ years of experience in building data solutions within an enterprise environment using industry standard guiding principles and practices 3+ years of leveraging data integration tools to build data pipelines e.g., Informatica, Talend, Matillion 3+ years of experience with SQL, Python, Scala and Spark languages to explore, interact and build solutions 3+ years of experience with public and private cloud solutions Advanced working knowledge and experience with relational/non-relational databases e.g., Teradata, Snowflake, Databricks, Azure Data solutions or Hadoop Experience working with machine learning and data science teams Experience building data visualizations or analytics e.g., Power BI, Tableau, SSRS, SAP Experience working in a high performing agile delivery model, aligning with Scrum Masters, Product Owners, and other execution team members to deliver rapid and impactful solutions that align to business partner strategy Excellent communication and presentation skills, with the ability to articulate new ideas and concepts to technical and non-technical partners Experience leading a project team or project function to deliver an enterprise data, application and/or ERP solution Experience with COBIT/SOX, as well as PII data in accordance with relevant laws #LI-MB1 The Hershey Company is an Equal Opportunity Employer. The policy of The Hershey Company is to extend opportunities to qualified applicants and employees on an equal basis regardless of an individual's race, color, gender, age, national origin, religion, citizenship status, marital status, sexual orientation, gender identity, transgender status, physical or mental disability, protected veteran status, genetic information, pregnancy, or any other categories protected by applicable federal, state or local laws. The Hershey Company is an Equal Opportunity Employer - Minority/Female/Disabled/Protected Veterans If you require a reasonable accommodation as part of the application process, please contact the HR Service Center (askhr@hersheys.com)."
Data Engineer,EBSCO Information Services,Remote in Massachusetts,https://www.indeed.com/rc/clk?jk=1964038ee4e5a8cb&fccid=c0e76fdb68c333ea&vjs=3,"EBSCO Information Services (EIS) provides a complete and optimized research solution comprised of e-journals, e-books, and research databases - all combined with the most powerful discovery service to support the information needs and maximize the research experience of our end-users. Headquartered in Ipswich, MA, EIS employs more than 2,700 people worldwide, most now working hybrid or remotely. We are the leader in our field due to our cutting-edge technology, forward-thinking philosophy, and outstanding team. EIS is a company that will motivate you, inspire you, and allow you to grow. Our mission is to transform lives by providing relevant and reliable information when, where, and how people need it. We are looking for bright and creative individuals whose unique differences will allow us to achieve this inclusive mission around the world. As a data engineer, you will work on an Agile development team building, testing, deploying and maintaining ETL pipelines for Panorama , a library analytics platform. This data engineer should be a self-starter, capable of handling multiple priorities simultaneously and a desire to broaden their development skills. Primary Responsibilities: Design and implement ETL pipelines based on product owner and data analyst requirements. Support and maintain ETL pipelines deployed in production environments Participate in new technology research, design and proof of concept work that will provide direction for the enhancement of Panorama Contribute to data engineering best practices for design, coding, performance, security, deployment, maintainability and culture Work alongside other data engineers to elevate technology and provide consistency across pipeline implementations Demonstrate ownership of components from development through production Requirements: Bachelor of Science in Computer Science, Data Science, a related field of study or equivalent practical experience 1+ years Python development 1+ SQL experience 3-5 years of experience in a data related field Excellent interpersonal skills and the ability to be a self-starter A drive to identify and close process gaps, such as automating manual tasks or adding missing documentation Preferred Qualifications: Experience with cloud-based analytics technologies – AWS, Snowflake, etc. CI/CD: Jenkins SCM: Git/GitHub Virtualization: Docker Container management: Kubernetes Database model: Data vault, star schema Database modeling tool: SqlDBM Orchestration: Apache Airflow Visualization: Tableau Additional languages: Java, bash, groovy COVID VACCINATION REQUIREMENT: As directed by Executive Order 14042: Ensuring Adequate COVID Safety Protocols for Federal Contractors, all current and newly-hired EIS employees in the United States are required to be fully vaccinated by January 18, 2022 or by their date of hire. We are an equal opportunity employer and comply with all applicable federal, state, and local fair employment practices laws. We strictly prohibit and do not tolerate discrimination against employees, applicants, or any other covered persons because of race, color, sex, pregnancy status, age, national origin or ancestry, ethnicity, religion, creed, sexual orientation, gender identity, status as a veteran, and basis of disability or any other federal, state or local protected class. This policy applies to all terms and conditions of employment, including, but not limited to, hiring, training, promotion, discipline, compensation, benefits, and termination of employment. We comply with the Americans with Disabilities Act (ADA), as amended by the ADA Amendments Act, and all applicable state or local law."
"Software Engineer, Data",Pinterest,"Remote in San Francisco, CA 94103+1 location",https://www.indeed.com/rc/clk?jk=0e9f450352758f8c&fccid=43014b1412e0a7b6&vjs=3,"About Pinterest: Millions of people across the world come to Pinterest to find new ideas every day. It's where they get inspiration, dream about new possibilities and plan for what matters most. Our mission is to help those people find their inspiration and create a life they love. In your role, you'll be challenged to take on work that upholds this mission and pushes Pinterest forward. You'll grow as a person and leader in your field, all the while helping Pinners make their lives better in the positive corner of the internet. Our new progressive work model is called PinFlex, a term that's uniquely Pinterest to describe our flexible approach to living and working. Visit our PinFlex landing page to learn more. The Enterprise Data Platform team is looking for a software engineer with experience building web applications using python. You'll work on building a self service framework that will potentially become the standard to manage RBAC(Role Based Access Control) on Snowflake in the industry. This will involve researching the current RBAC architectures, understanding the current Snowflake usage patterns and then designing and building the self service framework. What you'll do: Build a self service framework to do RBAC on Snowflake. Snowflake has a very powerful RBAC system but it is almost impossible to manage the web of access relationships it creates. You will be building a self service framework that will potentially become the standard to do RBAC on Snowflake in every company. Design and implement APIs and frameworks centered around making Snowflake a truly self service solution for end users. This will be open sourced after validating it internally, so it is a unique opportunity to start a greenfield open source project. What we're looking for: Strong skills in Python. Hands-on experience in developing web applications in python. Experience in translating abstract product needs into a technical solution. Ability to design and work with multiple layers: API, data storage and architecture, data retrieval. #LI-BB1 #LI-Remote Our Commitment to Diversity: At Pinterest, our mission is to bring everyone the inspiration to create a life they love—and that includes our employees. We’re taking on the most exciting challenges of our working lives, and we succeed with a team that represents an inclusive and diverse set of identities and backgrounds. Not Specified 0"
"Data Engineer - Redwood City, CA",MOLOCO,"Redwood City, CA 94063 (Middlefield area)+1 location",https://www.indeed.com/rc/clk?jk=e4b66e2aad9ce464&fccid=27317bcae2b26fe5&vjs=3,"About MOLOCO Moloco is a machine learning company that enables businesses to unleash the power of their own data for fast, sustainable growth and performance through the advertising ecosystem. Our technology is best-in-class as we received the SMARTIES X silver award for Machine Learning and AI and were named the Cross-Industry Winner for Google Cloud Customer Awards. Moloco is in hyper-growth mode, ranked #91 among Deloitte's 2021 Fast 500, and recently certified by 91% of the company via Great Places to Work. There isn't a better time to join this innovative team in our Silicon Valley HQ or our offices in San Francisco, Seattle, London, Seoul, Singapore, China, and Tokyo. About the Data Team We are seeking exceptional Software Engineers to join us in building a state-of-the-art mobile advertising platform. We understand the value of a strong engineering team and strive to hire only the best software engineers. While tackling challenging real-world problems, you will make a positive impact on millions of mobile users in the world and grow with top-notch colleagues. Check out our case study published by Google. We use various Google Cloud Products, including Bigtable, BigQuery, and Dataflow to manage big data. MOLOCO was featured as a customer example in the Data and Analytics Platform Overview at GCP Next'18. You can check out this video for more details about the company and the product (note that the presentation took place in July 2018, and we've grown & improved so much over the past two years!). What you'll do Turn unstructured logs, messages, and events into structured data that can be utilized for analytics, machine learning, and more. Implement backend data pipelines for manipulating and managing big data. Optimize data processing pipelines with different goals including latency, cost, and throughput. Improve existing data pipelines in terms of scalability and efficiency. Design and implement fraud prevention/detection algorithms through analyzing complex time-series data. Collaborate with other engineers at MOLOCO to build the best mobile advertising platform in the world. What you'll need to succeed BS in Computer Science or related fields (MS preferred) 2+ years of hands-on industry experience in software development. Excellent software development skills and fluency in at least one programming language (preferably Java, Go, or Python). Outstanding problem-solving skills. Fluent in English (both verbal and written). Experience in Cloud/Big Data platforms (e.g., AWS, GCE, Beam, Spark, etc.) preferred. Experience in distributed computing/MapReduce strongly preferred. All offers of employment are subject to background checks prior to start date. MOLOCO will consider for employment: qualified applicants with criminal histories in manner consistent with applicable local, state, and federal laws and Fair Chance Ordinances. MOLOCO is proud to be an Equal Employment Opportunity and Affirmative Action employer. We do not discriminate based upon race, religion, color, national origin, gender (including pregnancy, childbirth, or related medical conditions), sexual orientation, gender identity, gender expression, age, status as a protected veteran, status as an individual with a disability, or other applicable legally protected characteristics."
